viagem_id,hotel,cidade,diarias,valor_diaria,valor_hospedagem_realizado,fora_politica_hotel
T002418,Accor,São Paulo,1,379.95,379.95,False
T002420,Hotel Local,Porto Alegre,2,229.1,458.21,False
T002421,Accor,Feira de Santana,2,236.66,473.32,False
T002422,Accor,Fortaleza,6,409.45,2456.67,True
T002423,Accor,Curitiba,2,249.85,499.71,False
T002425,Rede Nacional,Ilhéus,2,244.73,489.45,False
T002426,Accor,Vitória da Conquista,1,255.53,255.53,False
T002427,Rede Nacional,Aracaju,1,213.12,213.12,False
T002428,Intercity,São Paulo,2,337.47,674.95,False
T002429,Accor,São Paulo,2,475.28,950.57,True
T002430,Accor,São Paulo,2,413.42,826.84,False
T002432,Accor,Ilhéus,5,204.74,1023.71,False
T002433,Accor,RIO DE JANEIRO,2,525.83,1051.65,False
T002434,Rede Nacional,Ilhéus,4,270.68,1082.73,False
T002438,Accor,Brasília,1,329.82,329.82,False
T002441,Transamerica,São Paulo,4,473.61,1894.42,False
T002442,Intercity,Feira de Santana,2,186.37,372.73,False
T002444,Rede Nacional,São Paulo,2,647.91,1295.82,True
T002445,Rede Nacional,Belo Horizonte,3,313.54,940.62,False
T002446,Transamerica,Brasília,1,420.35,420.35,True
T002447,Intercity,Rio de Janeiro,1,393.46,393.46,False
T002448,Transamerica,São Paulo,5,598.18,2990.9,True
T002449,Accor,São Paulo,1,603.59,603.59,True
T002450,Hotel Local,Brasília,4,336.57,1346.29,False
T002451,Intercity,Recife,5,248.93,1244.64,False
T002452,Transamerica,São Paulo,2,441.38,882.76,True
T002453,Intercity,Recife,3,278.8,836.4,False
T002454,Accor,Feira de Santana,1,203.82,203.82,False
T002455,Rede Nacional,Recife,2,212.42,424.83,False
T002456,Accor,Feira de Santana,2,229.74,459.48,False
T002457,Rede Nacional,Belo Horizonte,3,248.77,746.3,False
T002459,Hotel Local,Recife,2,282.16,564.32,False
T002460,Intercity,Fortaleza,3,383.54,1150.62,False
T002462,Rede Nacional,Feira de Santana,2,195.05,390.11,False
T002463,Intercity,Vitória da Conquista,1,197.41,197.41,False
T002464,Hotel Local,São Paulo,2,297.64,595.28,False
T002465,Hotel Local,Recife,5,230.15,1150.74,False
T002466,Hotel Local,São Paulo,4,521.37,2085.47,False
T002467,Intercity,Fortaleza,2,274.83,549.65,False
T002469,Hotel Local,Vitória da Conquista,1,205.97,205.97,False
T002470,Accor,São Paulo,2,577.27,1154.53,True
T002471,Rede Nacional,São Paulo,3,516.99,1550.98,True
T002472,Rede Nacional,São Paulo,5,438.65,2193.26,False
T002473,Rede Nacional,Rio de Janeiro,3,355.78,1067.34,False
T002474,Rede Nacional,Recife,4,184.81,739.26,False
T002475,Accor,Vitória da Conquista,2,209.22,418.44,False
T002476,Hotel Local,Rio de Janeiro,5,294.33,1471.64,False
T002477,Accor,Porto Alegre,3,346.02,1038.06,False
T002478,Hotel Local,Brasília,4,263.9,1055.61,False
T002479,Hotel Local,Porto Alegre,1,244.94,244.94,False
T002482,Accor,Ilhéus,2,259.36,518.72,False
T002484,Accor,Recife,2,383.52,767.04,True
T002485,Transamerica,Rio de Janeiro,1,432.93,432.93,True
T002486,Hotel Local,Curitiba,4,291.43,1165.73,False
T002488,Accor,São Paulo,5,456.02,2280.08,False
T002489,Intercity,Belo Horizonte,1,275.14,275.14,False
T002490,Rede Nacional,Recife,3,427.98,1283.93,False
T002491,Accor,Campinas,3,343.43,1030.28,False
T002492,Rede Nacional,Curitiba,2,264.67,529.34,False
T002493,Hotel Local,Fortaleza,4,323.2,1292.82,False
T002494,Rede Nacional,Campinas,1,251.71,251.71,False
T002495,Transamerica,Brasília,2,378.73,757.45,False
T002496,Hotel Local,Vitória da Conquista,1,233.44,233.44,False
T002497,Hotel Local,Campinas,1,267.77,267.77,False
T002498,Hotel Local,Curitiba,5,303.54,1517.7,False
T002499,Hotel Local,São Paulo,3,337.17,1011.52,False
T002500,Hotel Local,São Paulo,1,475.93,475.93,False
T002501,Hotel Local,São Paulo,1,279.06,279.06,False
T002502,Hotel Local,Recife,1,280.97,280.97,False
T002503,Intercity,Aracaju,5,259.12,1295.59,False
T002504,Intercity,São Paulo,1,456.67,456.67,False
T002505,Transamerica,Belo Horizonte,2,341.75,683.51,False
T002506,Accor,Feira de Santana,3,273.77,821.3,True
T002508,Accor,são paulo,4,472.42,1889.7,True
T002509,Rede Nacional,Recife,1,297.39,297.39,False
T002510,Rede Nacional,Porto Alegre,3,291.63,874.9,False
T002514,Hotel Local,Fortaleza,6,296.58,1779.49,False
T002516,Intercity,Rio de Janeiro,3,269.16,807.48,False
T002517,Rede Nacional,Brasília,3,310.44,931.33,False
T002519,Intercity,Brasília,4,323.64,1294.57,False
T002521,Intercity,Recife,3,270.02,810.07,False
T002523,Intercity,Belo Horizonte,3,267.02,801.07,False
T002524,Accor,São Paulo,3,596.19,1788.58,True
T002526,Accor,Rio de Janeiro,3,531.23,1593.69,False
T002528,Transamerica,Manaus,1,414.58,414.58,True
T002529,Hotel Local,Campinas,3,329.7,989.09,False
T002530,Intercity,São Paulo,3,431.07,1293.2,True
T002531,Intercity,São Paulo,2,542.17,1084.33,True
T002532,Hotel Local,Curitiba,1,375.14,375.14,False
T002533,Accor,Feira de Santana,2,245.91,491.83,True
T002534,Accor,Fortaleza,2,295.75,591.51,False
T002535,Hotel Local,Brasília,4,319.99,1279.98,False
T002536,Rede Nacional,Ilhéus,2,247.16,494.31,False
T002537,Hotel Local,Rio de Janeiro,1,429.12,429.12,False
T002538,Intercity,São Paulo,4,348.87,1395.5,False
T002541,Accor,Fortaleza,1,361.68,361.68,False
T002542,Rede Nacional,São Paulo,3,361.73,1085.2,False
T002543,Accor,Vit. da Conquista,1,343.56,343.56,False
T002544,Transamerica,Recife,2,435.95,871.89,False
T002545,Transamerica,São Paulo,1,631.01,631.01,True
T002547,Intercity,Fortaleza,2,281.58,563.17,False
T002548,Rede Nacional,São Paulo,3,442.55,1327.64,False
T002549,Accor,São Paulo,5,372.98,1864.92,False
T002550,Hotel Local,Fortaleza,1,262.48,262.48,False
T002551,Transamerica,Feira de Santana,4,245.36,981.43,False
T002552,Rede Nacional,Recife,4,352.76,1411.04,False
T002553,Intercity,Manaus,6,393.19,2359.14,False
T002554,Intercity,Porto Alegre,2,334.88,669.76,False
T002555,Accor,Curitiba,1,299.26,299.26,False
T002556,Hotel Local,Curitiba,3,250.89,752.68,False
T002557,Intercity,Recife,1,263.17,263.17,False
T002558,Transamerica,Campinas,3,383.55,1150.65,False
T002559,Accor,Belo Horizonte,1,290.76,290.76,False
T002560,Accor,Feira de Santana,1,296.6,296.6,True
T002562,Accor,Brasília,2,370.84,741.67,False
T002563,Intercity,São Paulo,1,441.7,441.7,False
T002564,Rede Nacional,Aracaju,3,227.68,683.03,False
T002566,Transamerica,São Paulo,3,361.28,1083.85,False
T002567,Hotel Local,Campinas,1,303.19,303.19,False
T002568,Accor,Recife,4,408.28,1633.11,True
T002569,Hotel Local,Rio de Janeiro,4,380.34,1521.36,False
T002570,Accor,São Paulo,3,479.8,1439.41,True
T002571,Hotel Local,São Paulo,1,320.48,320.48,False
T002572,Accor,Recife,1,477.52,477.52,True
T002573,Accor,Feira de Santana,6,243.0,1458.03,False
T002574,Hotel Local,Rio de Janeiro,1,410.58,410.58,False
T002576,Accor,São Paulo,4,517.46,2069.85,True
T002577,Hotel Local,Fortaleza,3,377.62,1132.85,False
T002578,Transamerica,São Paulo,2,327.26,654.52,False
T002579,Accor,Campinas,2,297.68,595.36,False
T002580,Rede Nacional,DF - Brasília,2,279.29,558.58,False
T002582,Hotel Local,São Paulo,1,494.31,494.31,True
T002583,Rede Nacional,Fortaleza,1,301.1,301.1,False
T002584,Transamerica,Rio de Janeiro,3,328.83,986.49,False
T002585,Accor,Rio de Janeiro,2,279.09,558.17,False
T002586,Hotel Local,Ilhéus,2,182.79,365.57,False
T002587,Accor,Belo Horizonte,2,296.97,593.94,False
T002588,Accor,Brasília,1,436.28,436.28,True
T002589,Rede Nacional,São Paulo,5,377.54,1887.69,False
T002590,Transamerica,Rio de Janeiro,2,393.73,787.47,False
T002592,Accor,Brasília,3,365.01,1095.02,False
T002593,Hotel Local,Campinas,4,326.61,1306.42,False
T002594,Hotel Local,Aracaju,3,188.69,566.06,False
T002596,Hotel Local,Belo Horizonte,2,298.42,596.84,False
T002597,Rede Nacional,Rio de Janeiro,2,339.41,678.82,False
T002598,Intercity,Curitiba,3,300.46,901.37,False
T002599,Hotel Local,Rio de Janeiro,3,336.52,1009.57,False
T002600,Rede Nacional,Feira de Santana,1,172.53,172.53,False
T002601,Accor,Brasília,3,365.06,1095.18,False
T002604,Hotel Local,São Paulo,2,303.89,607.78,False
T002605,Accor,Manaus,2,359.73,719.46,False
T002606,Accor,Rio de Janeiro,2,294.31,588.62,False
T002607,Accor,Aracaju,1,277.9,277.9,True
T002608,Hotel Local,Recife,1,258.13,258.13,False
T002609,Intercity,Rio de Janeiro,2,338.69,677.37,False
T002611,Rede Nacional,Brasília,4,282.35,1129.4,False
T002612,Accor,Recife,1,300.25,300.25,False
T002613,Rede Nacional,São Paulo,4,388.54,1554.14,False
T002614,Hotel Local,Fortaleza,1,222.83,222.83,False
T002616,Accor,Recife,4,522.51,2090.03,True
T002617,Hotel Local,São Paulo,1,345.57,345.57,False
T002618,Hotel Local,Brasília,5,379.26,1896.31,False
T002619,Intercity,Rio de Janeiro,2,335.17,670.34,False
T002620,Rede Nacional,Belo Horizonte,5,263.27,1316.35,False
T002624,Hotel Local,Recife,3,255.43,766.29,False
T002625,Rede Nacional,Brasília,4,291.72,1166.88,False
T002626,Intercity,São Paulo,2,446.93,893.86,False
T002627,Transamerica,São Paulo,1,468.35,468.35,True
T002628,Hotel Local,Rio de Janeiro,5,332.93,1664.64,False
T002630,Hotel Local,São Paulo,1,377.51,377.51,False
T002631,Accor,Brasília,1,518.06,518.06,True
T002634,Hotel Local,Feira de Santana,4,247.23,988.9,False
T002636,Accor,Rio de Janeiro,3,342.95,1028.84,False
T002637,Accor,São Paulo,2,372.46,744.92,False
T002638,Intercity,Rio de Janeiro,1,344.92,344.92,False
T002640,Hotel Local,São Paulo,3,370.33,1110.98,False
T002641,Rede Nacional,Recife,4,349.08,1396.34,True
T002642,Accor,Rio de Janeiro,3,468.59,1405.78,True
T002644,Hotel Local,Recife,2,258.89,517.79,False
T002645,Hotel Local,São Paulo,1,320.18,320.18,False
T002646,Transamerica,São Paulo,1,476.74,476.74,True
T002647,Transamerica,Brasília,1,368.43,368.43,False
T002648,Rede Nacional,Porto Alegre,1,382.07,382.07,False
T002649,Intercity,São Paulo,2,311.33,622.65,False
T002650,Hotel Local,Vitória da Conquista,4,205.08,820.31,False
T002651,Intercity,Rio de Janeiro,2,330.31,660.61,False
T002652,Hotel Local,Brasília,2,372.73,745.45,False
T002653,Intercity,São Paulo,2,452.78,905.55,True
T002654,Hotel Local,Curitiba,1,243.17,243.17,False
T002655,Accor,São Paulo,2,427.58,855.16,True
T002656,Transamerica,São Paulo,3,444.94,1334.83,False
T002657,Hotel Local,Brasília,1,281.63,281.63,False
T002658,Hotel Local,Brasília,4,277.99,1111.97,False
T002660,Rede Nacional,Brasília,4,337.22,1348.87,False
T002662,Rede Nacional,Aracaju,3,229.74,689.22,False
T002663,Accor,São Paulo,1,402.95,402.95,False
T002665,Hotel Local,Brasília,1,395.26,395.26,False
T002666,Hotel Local,Rio de Janeiro,3,392.62,1177.87,True
T002667,Hotel Local,São Paulo,3,354.54,1063.62,False
T002668,Intercity,Belo Horizonte,3,311.66,934.99,False
T002669,Rede Nacional,Rio de Janeiro,3,280.97,842.92,False
T002673,Accor,Brasília,3,332.45,997.36,False
T002674,Hotel Local,Curitiba,2,262.68,525.36,False
T002675,Intercity,Curitiba,1,265.63,265.63,False
T002676,Rede Nacional,Campinas,5,369.82,1849.11,True
T002679,Accor,Rio de Janeiro,4,433.24,1732.95,True
T002680,Intercity,Rio de Janeiro,2,284.35,568.71,False
T002681,Hotel Local,Feira de Santana,4,148.66,594.63,False
T002682,Intercity,São Paulo,1,302.51,302.51,False
T002684,Hotel Local,São Paulo,2,409.36,818.73,False
T002685,Intercity,São Paulo,3,571.88,1715.65,True
T002686,Hotel Local,Vitória da Conquista,2,215.8,431.61,False
T002689,Accor,Porto Alegre,3,313.42,940.25,False
T002690,Rede Nacional,Rio de Janeiro,1,347.18,347.18,False
T002691,Hotel Local,São Paulo,5,417.5,2087.5,False
T002693,Rede Nacional,Campinas,5,413.93,2069.66,True
T002695,Rede Nacional,Porto Alegre,2,361.52,723.04,True
T002696,Hotel Local,Belo Horizonte,3,252.82,758.45,False
T002698,Rede Nacional,Porto Alegre,3,325.07,975.21,False
T002699,Accor,São Paulo,4,397.61,1590.44,False
T002700,Accor,Brasília,2,364.47,728.93,False
T002701,Rede Nacional,Brasília,1,306.37,306.37,False
T002702,Intercity,São Paulo,4,402.7,1610.79,False
T002703,Hotel Local,São Paulo,2,450.19,900.37,False
T002704,Hotel Local,Brasília,3,315.51,946.52,False
T002705,Rede Nacional,Brasília,2,286.17,572.33,False
T002707,Intercity,Vitória da Conquista,3,229.17,687.52,False
T002708,Rede Nacional,Fortaleza,2,231.25,462.5,False
T002709,Accor,Rio de Janeiro,3,333.45,1000.35,False
T002710,Accor,Fortaleza,2,268.26,536.53,False
T002711,Accor,Campinas,2,617.3,1234.61,True
T002712,Intercity,Rio de Janeiro,2,404.57,809.15,True
T002714,Rede Nacional,Rio de Janeiro,4,315.66,1262.65,False
T002715,Rede Nacional,São Paulo,3,588.22,1764.66,True
T002716,Hotel Local,Feira de Santana,3,223.33,670.0,False
T002717,Hotel Local,Belo Horizonte,1,345.74,345.74,True
T002719,Transamerica,Fortaleza,2,314.25,628.49,False
T002720,Hotel Local,Manaus,3,261.3,783.91,False
T002721,Transamerica,Rio de Janeiro,2,329.41,658.81,False
T002722,Hotel Local,Feira de Santana,2,163.02,326.03,False
T002723,Rede Nacional,Fortaleza,1,250.88,250.88,False
T002724,Rede Nacional,São Paulo,2,421.28,842.57,False
T002725,Intercity,Campinas,8,390.62,3124.97,False
T002726,Hotel Local,Campinas,2,280.91,561.81,False
T002728,Hotel Local,Campinas,3,296.37,889.12,False
T002729,Rede Nacional,São Paulo,2,448.29,896.58,False
T002730,Accor,Brasília,2,330.71,661.42,False
T002731,Intercity,Fortaleza,1,279.66,279.66,False
T002733,Rede Nacional,Porto Alegre,2,285.75,571.49,False
T002734,Hotel Local,Campinas,1,250.55,250.55,False
T002735,Intercity,Recife,1,269.13,269.13,False
T002737,Rede Nacional,São Paulo,2,465.74,931.48,False
T002738,Hotel Local,São Paulo,2,418.57,837.14,False
T002740,Rede Nacional,Rio de Janeiro,4,324.05,1296.21,False
T002741,Hotel Local,Rio de Janeiro,1,372.24,372.24,False
T002742,Hotel Local,Feira de Santana,2,205.44,410.87,False
T002743,Accor,São Paulo,1,550.6,550.6,False
T002744,Accor,Rio de Janeiro,1,323.2,323.2,False
T002745,Accor,Rio de Janeiro,3,418.56,1255.68,True
T002746,Hotel Local,Feira de Santana,1,172.89,172.89,False
T002747,Transamerica,Rio de Janeiro,4,407.49,1629.97,True
T002750,Rede Nacional,Manaus,1,276.16,276.16,False
T002751,Hotel Local,Brasília,4,321.12,1284.49,False
T002753,Accor,Vitória da Conquista,2,237.37,474.73,False
T002754,Rede Nacional,Belo Horizonte,1,237.29,237.29,False
T002755,Hotel Local,São Paulo,1,277.27,277.27,False
T002756,Transamerica,São Paulo,2,528.29,1056.58,False
T002757,Rede Nacional,Porto Alegre,1,353.1,353.1,False
T002758,Hotel Local,Curitiba,7,249.08,1743.56,False
T002759,Hotel Local,São Paulo,1,311.46,311.46,False
T002760,Rede Nacional,Campinas,3,241.47,724.42,False
T002761,Transamerica,Brasília,3,348.46,1045.38,False
T002762,Rede Nacional,Vitória da Conquista,1,206.75,206.75,False
T002763,Transamerica,Brasília,1,391.2,391.2,False
T002764,Hotel Local,Vitória da Conquista,3,203.17,609.52,False
T002765,Rede Nacional,Recife,1,255.38,255.38,False
T002766,Accor,Recife,3,306.55,919.66,False
T002767,Accor,Rio de Janeiro,1,408.27,408.27,False
T002768,Accor,Rio de Janeiro,2,467.7,935.4,False
T002769,Rede Nacional,Brasília,1,384.54,384.54,False
T002770,Rede Nacional,Recife,2,196.17,392.34,False
T002773,Accor,São Paulo,6,509.91,3059.48,True
T002774,Hotel Local,Brasília,4,333.87,1335.49,False
T002775,Accor,Feira de Santana,3,256.41,769.23,False
T002776,Accor,São Paulo,2,402.15,804.3,False
T002777,Rede Nacional,Curitiba,2,294.94,589.89,False
T002778,Hotel Local,Rio de Janeiro,1,433.59,433.59,True
T002779,Hotel Local,São Paulo,3,409.88,1229.64,False
T002780,Hotel Local,Brasília,1,300.8,300.8,False
T002781,Rede Nacional,Porto Alegre,3,294.42,883.26,False
T002782,Hotel Local,Curitiba,2,244.91,489.82,False
T002784,Hotel Local,Belo Horizonte,3,268.7,806.1,False
T002787,Intercity,Brasília,1,563.12,563.12,True
T002788,Rede Nacional,Curitiba,1,435.9,435.9,False
T002789,Transamerica,Recife,1,279.33,279.33,False
T002790,Hotel Local,Aracaju,1,209.64,209.64,False
T002791,Hotel Local,Brasília,4,346.27,1385.07,False
T002793,Accor,Brasília,1,363.74,363.74,False
T002794,Accor,Feira de Santana,3,203.68,611.05,False
T002795,Accor,Fortaleza,3,251.18,753.53,False
T002796,Hotel Local,São Paulo,1,338.92,338.92,False
T002797,Hotel Local,Manaus,4,290.2,1160.81,False
T002798,Accor,São Paulo,3,442.37,1327.1,False
T002799,Hotel Local,Curitiba,2,283.5,567.01,False
T002800,Hotel Local,Feira de Santana,2,172.39,344.78,False
T002801,Rede Nacional,Recife,2,218.63,437.25,False
T002802,Accor,Campinas,3,399.47,1198.41,True
T002803,Transamerica,São Paulo,2,335.53,671.07,False
T002805,Transamerica,Feira de Santana,3,202.34,607.02,False
T002806,Intercity,São Paulo,1,467.18,467.18,True
T002808,Hotel Local,Rio de Janeiro,2,255.56,511.12,False
T002811,Hotel Local,Ilhéus,2,232.99,465.98,False
T002812,Rede Nacional,Ilhéus,3,156.75,470.26,False
T002813,Rede Nacional,Ilhéus,1,211.35,211.35,False
T002814,Accor,Recife,2,284.6,569.2,False
T002816,Rede Nacional,Fortaleza,4,317.96,1271.83,False
T002817,Intercity,Fortaleza,2,303.87,607.74,False
T002818,Hotel Local,São Paulo,1,241.95,241.95,False
T002819,Hotel Local,Belo Horizonte,7,204.73,1433.1,False
T002820,Hotel Local,Brasília,3,235.4,706.19,False
T002821,Hotel Local,Curitiba,1,203.34,203.34,False
T002823,Accor,São Paulo,2,454.47,908.95,False
T002824,Rede Nacional,Brasília,2,260.55,521.09,False
T002825,Hotel Local,Brasília,3,305.14,915.41,False
T002826,Rede Nacional,São Paulo,3,333.06,999.17,False
T002827,Accor,Campinas,1,314.5,314.5,False
T002828,Intercity,Feira de Santana,3,240.81,722.44,False
T002829,Intercity,São Paulo,1,487.95,487.95,True
T002830,Rede Nacional,Feira de Santana,3,255.66,766.98,True
T002831,Hotel Local,São Paulo,2,348.28,696.56,False
T002832,Rede Nacional,Campinas,1,276.23,276.23,False
T002833,Accor,São Paulo,1,506.46,506.46,True
T002836,Hotel Local,Porto Alegre,6,258.55,1551.29,False
T002837,Hotel Local,Feira de Santana,5,164.09,820.46,False
T002838,Hotel Local,São Paulo,2,285.42,570.84,False
T002839,Intercity,São Paulo,3,444.36,1333.09,True
T002840,Intercity,São Paulo,1,296.83,296.83,False
T002841,Intercity,Belo Horizonte,2,289.74,579.49,False
T002842,Rede Nacional,Fortaleza,3,234.98,704.95,False
T002843,Accor,Belo Horizonte,2,360.53,721.06,True
T002844,Transamerica,Manaus,3,267.71,803.13,False
T002845,Rede Nacional,Fortaleza,5,274.5,1372.52,False
T002846,Hotel Local,Brasília,3,337.6,1012.79,False
T002847,Rede Nacional,Belo Horizonte,5,263.01,1315.03,False
T002849,Rede Nacional,São Paulo,1,321.27,321.27,False
T002850,Hotel Local,Aracaju,1,202.54,202.54,False
T002851,Hotel Local,Brasília,2,286.46,572.91,False
T002853,Rede Nacional,Curitiba,3,301.63,904.88,False
T002854,Hotel Local,Ilhéus,1,212.05,212.05,False
T002856,Hotel Local,Fortaleza,4,270.82,1083.29,False
T002857,Rede Nacional,Recife,2,246.82,493.65,False
T002859,Accor,Rio de Janeiro,1,425.13,425.13,True
T002860,Hotel Local,Aracaju,4,252.93,1011.71,False
T002861,Intercity,Recife,1,280.8,280.8,False
T002862,Accor,São Paulo,3,511.35,1534.04,True
T002863,Rede Nacional,Ilhéus,1,211.64,211.64,False
T002864,Transamerica,Campinas,6,412.58,2475.51,False
T002866,Hotel Local,Rio de Janeiro,1,309.78,309.78,False
T002867,Rede Nacional,Rio de Janeiro,1,399.81,399.81,False
T002868,Intercity,São Paulo,3,428.68,1286.04,False
T002869,Hotel Local,Curitiba,1,287.84,287.84,False
T002870,Hotel Local,São Paulo,3,464.08,1392.24,False
T002872,Rede Nacional,Brasília,3,303.79,911.37,False
T002873,Hotel Local,Porto Alegre,1,250.46,250.46,False
T002874,Hotel Local,São Paulo,4,530.58,2122.34,False
T002875,Accor,São Paulo,5,487.23,2436.14,True
T002877,Rede Nacional,Feira de Santana,3,202.77,608.31,False
T002878,Intercity,Rio de Janeiro,2,375.2,750.4,False
T002879,Rede Nacional,Recife,2,292.73,585.46,False
T002880,Transamerica,Brasília,1,374.65,374.65,False
T002881,Rede Nacional,Vitória da Conquista,6,263.04,1578.27,False
T002882,Transamerica,Rio de Janeiro,1,420.1,420.1,True
T002883,Hotel Local,SP - São Paulo,4,375.28,1501.13,False
T002886,Rede Nacional,Recife,8,288.51,2308.09,False
T002887,Intercity,Brasília,2,306.29,612.59,False
T002888,Rede Nacional,Recife,3,276.93,830.78,False
T002889,Transamerica,Feira de Santana,3,256.8,770.39,True
T002891,Transamerica,São Paulo,2,293.93,587.86,False
T002893,Hotel Local,São Paulo,2,399.77,799.54,False
T002894,Hotel Local,São Paulo,1,320.76,320.76,False
T002895,Hotel Local,São Paulo,4,265.97,1063.87,False
T002896,Hotel Local,Recife,2,290.69,581.37,False
T002897,Accor,São Paulo,3,442.32,1326.97,False
T002898,Intercity,Belo Horizonte,2,219.07,438.15,False
T002899,Accor,Brasília,1,395.42,395.42,True
T002900,Intercity,São Paulo,4,248.8,995.22,False
T002902,Accor,São Paulo,3,443.57,1330.7,False
T002903,Accor,São Paulo,3,516.85,1550.55,True
T002904,Hotel Local,São Paulo,2,320.5,640.99,False
T002905,Transamerica,Belo Horizonte,3,334.26,1002.77,True
T002906,Rede Nacional,Rio de Janeiro,6,440.85,2645.13,False
T002907,Accor,Fortaleza,2,362.92,725.84,True
T002908,Accor,Campinas,2,300.24,600.47,False
T002909,Hotel Local,Recife,2,344.22,688.45,False
T002910,Transamerica,Curitiba,3,358.96,1076.89,False
T002911,Hotel Local,Feira de Santana,2,179.03,358.07,False
T002912,Accor,São Paulo,3,504.02,1512.07,True
T002913,Transamerica,São Paulo,4,508.63,2034.51,True
T002914,Rede Nacional,São Paulo,3,695.03,2085.08,True
T002915,Rede Nacional,Campinas,3,331.78,995.33,False
T002916,Accor,Vitória da Conquista,1,224.06,224.06,False
T002917,Rede Nacional,Belo Horizonte,1,279.1,279.1,False
T002918,Rede Nacional,Campinas,6,235.13,1410.77,False
T002919,Hotel Local,Rio de Janeiro,4,433.54,1734.15,False
T002920,Accor,Brasília,2,507.08,1014.16,False
T002921,Transamerica,Recife,1,400.17,400.17,True
T002922,Intercity,Brasília,4,464.94,1859.76,True
T002923,Accor,Rio de Janeiro,2,345.29,690.57,False
T002924,Intercity,Porto Alegre,4,483.4,1933.61,True
T002925,Accor,Brasília,2,317.28,634.55,False
T002926,Hotel Local,Manaus,1,286.05,286.05,False
T002927,Intercity,Fortaleza,1,309.7,309.7,False
T002928,Intercity,Brasília,3,411.96,1235.87,True
T002930,Accor,Recife,1,320.14,320.14,False
T002931,Rede Nacional,Manaus,1,304.12,304.12,False
T002932,Rede Nacional,São Paulo,3,422.66,1267.97,False
T002933,Hotel Local,Brasília,2,347.93,695.86,False
T002936,Accor,São Paulo,3,444.07,1332.21,True
T002937,Accor,São Paulo,1,466.96,466.96,False
T002938,Transamerica,Rio de Janeiro,3,418.72,1256.15,False
T002939,Hotel Local,Porto Alegre,2,283.53,567.05,False
T002940,Accor,Curitiba,4,335.06,1340.23,False
T002941,Hotel Local,Curitiba,1,244.43,244.43,False
T002942,Intercity,Belo Horizonte,3,342.38,1027.14,False
T002943,Hotel Local,Campinas,7,262.2,1835.43,False
T002944,Hotel Local,Belo Horizonte,3,285.3,855.91,False
T002945,Accor,Ilhéus,1,286.16,286.16,True
T002947,Intercity,Rio de Janeiro,2,325.82,651.63,False
T002948,Accor,São Paulo,3,459.23,1377.68,False
T002949,Rede Nacional,Belo Horizonte,4,260.52,1042.09,False
T002950,Accor,São Paulo,5,464.91,2324.55,False
T002951,Accor,Rio de Janeiro,3,393.3,1179.89,True
T002952,Hotel Local,Campinas,4,249.52,998.07,False
T002953,Accor,Feira de Santana,2,289.33,578.66,False
T002954,Intercity,Rio de Janeiro,2,362.12,724.24,False
T002955,Intercity,Feira Santana,1,198.64,198.64,False
T002958,Rede Nacional,Rio de Janeiro,4,356.42,1425.69,False
T002959,Accor,São Paulo,3,557.58,1672.74,True
T002960,Hotel Local,Brasília,3,373.14,1119.41,False
T002961,Intercity,Curitiba,2,254.48,508.96,False
T002962,Hotel Local,Manaus,1,432.78,432.78,False
T002963,Hotel Local,Vitória da Conquista,1,282.62,282.62,False
T002964,Hotel Local,São Paulo,1,279.25,279.25,False
T002966,Accor,Brasília,1,339.95,339.95,False
T002967,Rede Nacional,Recife,7,260.22,1821.53,False
T002968,Hotel Local,Belo Horizonte,2,249.83,499.65,False
T002969,Rede Nacional,Porto Alegre,1,259.98,259.98,False
T002970,Transamerica,Feira de Santana,2,239.84,479.67,False
T002972,Hotel Local,Campinas,3,274.74,824.22,False
T002973,Rede Nacional,Belo Horizonte,2,244.89,489.79,False
T002974,Intercity,Fortaleza,2,292.72,585.44,False
T002976,Hotel Local,Brasília,4,365.46,1461.84,False
T002977,Rede Nacional,São Paulo,4,400.69,1602.77,False
T002978,Accor,São Paulo,5,358.15,1790.75,False
T002979,Hotel Local,Vitória da Conquista,1,268.55,268.55,False
T002980,Accor,São Paulo,4,520.78,2083.13,False
T002981,Hotel Local,Brasília,5,281.8,1408.98,False
T002982,Rede Nacional,Campinas,1,321.97,321.97,False
T002983,Rede Nacional,Rio de Janeiro,2,254.22,508.43,False
T002984,Rede Nacional,Rio de Janeiro,3,380.61,1141.82,False
T002985,Accor,Brasília,2,401.34,802.68,True
T002986,Intercity,Sao Paulo,1,548.81,548.81,True
T002987,Accor,Porto Alegre,3,312.85,938.54,False
T002988,Intercity,Vitória da Conquista,3,253.58,760.74,False
T002989,Rede Nacional,Curitiba,2,249.72,499.44,False
T002990,Intercity,Brasília,6,348.1,2088.63,False
T002992,Hotel Local,São Paulo,1,305.88,305.88,False
T002994,Accor,Campinas,1,364.56,364.56,True
T002995,Hotel Local,São Paulo,1,686.03,686.03,True
T002996,Intercity,Manaus,2,269.89,539.77,False
T002997,Accor,Aracaju,1,240.96,240.96,False
T002998,Accor,Curitiba,3,334.23,1002.68,True
T003000,Hotel Local,Campinas,2,276.74,553.48,False
T003001,Accor,São Paulo,1,445.86,445.86,True
T003002,Accor,São Paulo,2,499.45,998.9,True
T003003,Hotel Local,Vitória da Conquista,2,220.05,440.09,False
T003004,Rede Nacional,São Paulo,2,428.44,856.88,False
T003005,Accor,Belo Horizonte,2,263.38,526.76,False
T003006,Hotel Local,Aracaju,3,199.82,599.47,False
