viagem_id,companhia_aerea,rota,tarifa_base,taxa_remarcacao,taxa_cancelamento,valor_aereo_realizado,antecedencia_dias,remarcada,cancelada
T002727,GOL,Salvador - Recife,556.14,0.0,98.75,98.75,13,False,True
T002728,LATAM,Salvador - Campinas,1170.73,0.0,0.0,1170.73,4,False,False
T002729,LATAM,Salvador - São Paulo,717.99,0.0,0.0,717.99,12,False,False
T002730,Azul,Salvador - Brasília,1517.17,0.0,0.0,1517.17,0,False,False
T002731,LATAM,Salvador - Fortaleza,762.19,0.0,0.0,762.19,25,False,False
T002732,LATAM,Salvador - São Paulo,665.88,0.0,0.0,665.88,25,False,False
T002733,LATAM,Salvador - Porto Alegre,1094.12,0.0,0.0,1094.12,9,False,False
T002734,GOL,Salvador - Campinas,1321.73,0.0,0.0,1321.73,5,False,False
T002735,GOL,Salvador - Recife,589.54,0.0,0.0,589.54,11,False,False
T002736,GOL,Salvador - Brasília,634.3,185.14,0.0,819.44,27,True,False
T002737,GOL,Salvador - São Paulo,636.96,0.0,0.0,636.96,26,False,False
T002738,LATAM,Salvador - São Paulo,1097.27,206.25,0.0,1303.53,25,True,False
T002739,Azul,Salvador - Belo Horizonte,1279.44,0.0,0.0,1279.44,5,False,False
T002740,LATAM,Salvador - Rio de Janeiro,1367.41,0.0,0.0,1367.41,2,False,False
T002741,Azul,Salvador - Rio de Janeiro,1004.91,0.0,0.0,1004.91,2,False,False
T002743,LATAM,Salvador - São Paulo,1470.07,0.0,0.0,1470.07,5,False,False
T002744,Azul,Salvador - Rio de Janeiro,1416.98,0.0,0.0,1416.98,0,False,False
T002745,GOL,Salvador - Rio de Janeiro,823.38,0.0,0.0,823.38,5,False,False
T002747,GOL,Salvador - Rio de Janeiro,701.15,0.0,0.0,701.15,28,False,False
T002748,Azul,Salvador - São Paulo,1178.56,0.0,0.0,1178.56,13,False,False
T002749,LATAM,Salvador - Brasília,633.53,0.0,0.0,633.53,5,False,False
T002750,Azul,Salvador - Manaus,1190.0,0.0,0.0,1190.0,9,False,False
T002751,GOL,Salvador - Brasília,1527.06,0.0,0.0,1527.06,1,False,False
T002752,Latam Airlines,Salvador - Brasília,1259.52,0.0,0.0,1259.52,2,False,False
T002753,LATAM,Salvador - Vitória da Conquista,426.01,0.0,0.0,426.01,16,False,False
T002754,GOL,Salvador - Belo Horizonte,700.1,0.0,0.0,700.1,19,False,False
T002755,GOL,Salvador - São Paulo,875.47,0.0,0.0,875.47,14,False,False
T002756,LATAM,Salvador - São Paulo,1483.37,0.0,0.0,1483.37,11,False,False
T002757,LATAM,Salvador - Porto Alegre,1990.82,0.0,0.0,1990.82,7,False,False
T002758,GOL,Salvador - Curitiba,868.56,121.11,0.0,989.67,30,True,False
T002759,LATAM,Salvador - São Paulo,802.93,0.0,0.0,802.93,27,False,False
T002760,GOL,Salvador - Campinas,826.95,0.0,0.0,826.95,14,False,False
T002761,Azul,Salvador - Brasília,909.46,0.0,0.0,909.46,32,False,False
T002762,Latam Airlines,Salvador - Vitória da Conquista,609.07,0.0,0.0,609.07,12,False,False
T002763,gol,Salvador - Brasília,1117.7,0.0,0.0,1117.7,22,False,False
T002764,GOL,Salvador - Vitória da Conquista,729.78,0.0,0.0,729.78,0,False,False
T002765,Azul,Salvador - Recife,633.26,0.0,0.0,633.26,4,False,False
T002766,GOL,Salvador - Recife,600.31,0.0,0.0,600.31,14,False,False
T002767,LATAM,Salvador - Rio de Janeiro,730.32,0.0,0.0,730.32,10,False,False
T002768,GOL,Salvador - Rio de Janeiro,1227.23,0.0,0.0,1227.23,0,False,False
T002769,LATAM,Salvador - Brasília,788.73,0.0,0.0,788.73,17,False,False
T002770,GOL,Salvador - Recife,849.07,0.0,0.0,849.07,0,False,False
T002772,LATAM,Salvador - Brasília,1768.77,0.0,0.0,1768.77,1,False,False
T002773,Latam Airlines,Salvador - São Paulo,835.83,0.0,0.0,835.83,8,False,False
T002774,GOL,Salvador - Brasília,565.87,0.0,0.0,565.87,31,False,False
T002776,LATAM,Salvador - São Paulo,1151.23,0.0,0.0,1151.23,26,False,False
T002777,Azul,Salvador - Curitiba,890.86,0.0,0.0,890.86,27,False,False
T002778,GOL,Salvador - Rio de Janeiro,712.33,0.0,0.0,712.33,15,False,False
T002779,GOL,Salvador - São Paulo,711.57,0.0,0.0,711.57,15,False,False
T002780,LATAM,Salvador - Brasília,1062.76,0.0,0.0,1062.76,13,False,False
T002781,LATAM,Salvador - Porto Alegre,1059.4,0.0,0.0,1059.4,37,False,False
T002782,Azul,Salvador - Curitiba,2349.08,0.0,0.0,2349.08,1,False,False
T002783,Azul,Salvador - Brasília,1113.55,189.86,0.0,1303.4,6,True,False
T002784,LATAM,Salvador - Belo Horizonte,923.36,0.0,0.0,923.36,9,False,False
T002787,Azul,Salvador - Brasília,840.89,0.0,0.0,840.89,24,False,False
T002788,LATAM,Salvador - Curitiba,2454.53,0.0,0.0,2454.53,5,False,False
T002789,LATAM,Salvador - Recife,576.33,0.0,0.0,576.33,6,False,False
T002791,LATAM,Salvador - Brasília,1862.42,0.0,0.0,1862.42,0,False,False
T002792,LATAM,Salvador - São Paulo,1093.54,0.0,0.0,1093.54,12,False,False
T002793,LATAM,Salvador - Brasília,811.75,0.0,0.0,811.75,19,False,False
T002795,GOL,Salvador - Fortaleza,496.47,0.0,0.0,496.47,20,False,False
T002796,Azul,Salvador - São Paulo,887.11,0.0,0.0,887.11,6,False,False
T002797,LATAM,Salvador - Manaus,1123.62,0.0,0.0,1123.62,18,False,False
T002798,LATAM,Salvador - São Paulo,1130.07,0.0,0.0,1130.07,16,False,False
T002799,Azul,Salvador - Curitiba,1425.6,0.0,0.0,1425.6,0,False,False
T002801,GOL,Salvador - Recife,775.23,0.0,0.0,775.23,2,False,False
T002802,LATAM,Salvador - Campinas,879.86,0.0,0.0,879.86,18,False,False
T002803,GOL,Salvador - São Paulo,971.09,0.0,0.0,971.09,4,False,False
T002804,GOL,Salvador - Recife,511.68,114.62,0.0,626.3,7,True,False
T002806,GOL,Salvador - São Paulo,1232.01,0.0,0.0,1232.01,0,False,False
T002807,LATAM,Salvador - Belo Horizonte,661.95,0.0,0.0,661.95,14,False,False
T002808,GOL,Salvador - Rio de Janeiro,906.62,0.0,0.0,906.62,8,False,False
T002809,LATAM,Salvador - São Paulo,1436.86,0.0,0.0,1436.86,1,False,False
T002810,LATAM,Salvador - Rio de Janeiro,1217.15,0.0,0.0,1217.15,3,False,False
T002811,Azul,Salvador - Ilhéus,439.39,0.0,0.0,439.39,19,False,False
T002814,AZUL,Salvador - Recife,911.94,0.0,0.0,911.94,4,False,False
T002815,LATAM,Salvador - Manaus,1196.01,0.0,0.0,1196.01,10,False,False
T002816,Azul,Salvador - Fortaleza,844.98,0.0,0.0,844.98,6,False,False
T002817,Azul,Salvador - Fortaleza,1013.49,0.0,0.0,1013.49,2,False,False
T002818,GOL,Salvador - São Paulo,930.66,0.0,0.0,930.66,17,False,False
T002819,LATAM,Salvador - Belo Horizonte,988.58,0.0,0.0,988.58,4,False,False
T002820,Azul,Salvador - Brasília,971.2,0.0,0.0,971.2,25,False,False
T002821,Azul,Salvador - Curitiba,1764.14,0.0,0.0,1764.14,2,False,False
T002822,LATAM,Salvador - Recife,731.74,0.0,0.0,731.74,3,False,False
T002823,Azul,Salvador - São Paulo,1677.36,0.0,0.0,1677.36,1,False,False
T002824,LATAM,Salvador - Brasília,676.99,0.0,0.0,676.99,30,False,False
T002825,GOL,Salvador - Brasília,1604.59,0.0,0.0,1604.59,2,False,False
T002826,Azul,Salvador - São Paulo,697.11,0.0,0.0,697.11,31,False,False
T002827,LATAM,Salvador - Campinas,1457.56,262.38,0.0,1719.95,0,True,False
T002829,LATAM,Salvador - São Paulo,1388.94,0.0,0.0,1388.94,5,False,False
T002831,Azul,Salvador - São Paulo,1329.22,0.0,0.0,1329.22,5,False,False
T002832,LATAM,Salvador - Campinas,1015.81,0.0,0.0,1015.81,10,False,False
T002833,gol,Salvador - São Paulo,704.22,0.0,0.0,704.22,24,False,False
T002834,LATAM,Salvador - São Paulo,842.77,0.0,154.78,154.78,25,False,True
T002835,LATAM,Salvador - São Paulo,1079.98,0.0,207.88,207.88,1,False,True
T002836,LATAM,Salvador - Porto Alegre,1568.5,0.0,0.0,1568.5,27,False,False
T002838,GOL,Salvador - São Paulo,684.56,0.0,0.0,684.56,29,False,False
T002839,GOL,Salvador - São Paulo,615.07,0.0,0.0,615.07,22,False,False
T002840,GOL,Salvador - São Paulo,1205.96,0.0,0.0,1205.96,1,False,False
T002841,GOL,Salvador - Belo Horizonte,1136.44,0.0,0.0,1136.44,4,False,False
T002842,GOL,Salvador - Fortaleza,1073.09,0.0,0.0,1073.09,0,False,False
T002843,Azul,Salvador - Belo Horizonte,607.22,0.0,0.0,607.22,28,False,False
T002844,GOL,Salvador - Manaus,1251.29,0.0,0.0,1251.29,14,False,False
T002845,LATAM,Salvador - Fortaleza,610.08,0.0,0.0,610.08,37,False,False
T002846,Azul,Salvador - Brasília,813.48,0.0,0.0,813.48,6,False,False
T002847,LATAM,Salvador - Belo Horizonte,832.34,0.0,0.0,832.34,22,False,False
T002848,Azul,Salvador - Rio de Janeiro,693.19,0.0,0.0,693.19,17,False,False
T002849,Azul,Salvador - São Paulo,820.93,0.0,0.0,820.93,14,False,False
T002850,GOL,Salvador - Aracaju,295.47,0.0,0.0,295.47,16,False,False
T002851,LATAM,Salvador - Brasília,1099.09,0.0,0.0,1099.09,5,False,False
T002852,Azul,Salvador - Rio de Janeiro,696.66,0.0,0.0,696.66,20,False,False
T002853,Azul,Salvador - Curitiba,1850.76,0.0,0.0,1850.76,2,False,False
T002854,LATAM,Salvador - Ilhéus,336.28,0.0,0.0,336.28,27,False,False
T002855,LATAM,Salvador - Curitiba,951.34,0.0,248.06,248.06,13,False,True
T002856,GOL,Salvador - Fortaleza,766.85,0.0,0.0,766.85,7,False,False
T002857,LATAM,Salvador - Recife,875.35,0.0,0.0,875.35,0,False,False
T002859,Azul,Salvador - Rio de Janeiro,1032.4,0.0,0.0,1032.4,8,False,False
T002860,GOL,Salvador - Aracaju,269.37,33.97,0.0,303.34,16,True,False
T002861,LATAM,Salvador - Recife,574.92,147.25,0.0,722.17,11,True,False
T002862,LATAM,Salvador - São Paulo,1235.89,0.0,0.0,1235.89,6,False,False
T002863,LATAM,Salvador - Ilhéus,332.45,0.0,0.0,332.45,17,False,False
T002864,LATAM,Salvador - Campinas,1077.57,0.0,0.0,1077.57,16,False,False
T002865,Azul,Salvador - São Paulo,2577.32,0.0,0.0,2577.32,3,False,False
T002866,Azul,Salvador - Rio de Janeiro,838.62,0.0,0.0,838.62,10,False,False
T002867,GOL,Salvador - Rio de Janeiro,990.63,0.0,0.0,990.63,11,False,False
T002868,AZUL,Salvador - São Paulo,1343.99,0.0,0.0,1343.99,0,False,False
T002869,Azul,Salvador - Curitiba,832.92,0.0,0.0,832.92,13,False,False
T002870,LATAM,Salvador - São Paulo,1176.42,0.0,0.0,1176.42,12,False,False
T002871,GOL,Salvador - Porto Alegre,1507.05,0.0,0.0,1507.05,3,False,False
T002872,LATAM,Salvador - Brasília,687.07,0.0,0.0,687.07,25,False,False
T002873,LATAM,Salvador - Porto Alegre,1286.94,0.0,0.0,1286.94,9,False,False
T002874,Azul,Salvador - São Paulo,1083.4,0.0,0.0,1083.4,15,False,False
T002875,GOL,Salvador - São Paulo,918.7,0.0,0.0,918.7,9,False,False
T002876,LATAM,Salvador - Porto Alegre,932.36,0.0,182.49,182.49,5,False,True
T002878,GOL,Salvador - Rio de Janeiro,1578.38,0.0,0.0,1578.38,0,False,False
T002879,LATAM,Salvador - Recife,510.48,0.0,0.0,510.48,16,False,False
T002880,LATAM,Salvador - Brasília,2105.0,0.0,0.0,2105.0,1,False,False
T002882,GOL,Salvador - Rio de Janeiro,645.54,0.0,0.0,645.54,25,False,False
T002883,Azul,Salvador - São Paulo,1310.05,0.0,0.0,1310.05,3,False,False
T002884,Azul,Salvador - São Paulo,1099.42,0.0,0.0,1099.42,3,False,False
T002885,Azul,Salvador - Brasília,1337.08,0.0,329.16,329.16,4,False,True
T002886,GOL,Salvador - Recife,499.48,0.0,0.0,499.48,20,False,False
T002887,GOL,Salvador - Brasília,621.26,0.0,0.0,621.26,23,False,False
T002888,LATAM,Salvador - Recife,594.88,132.95,0.0,727.83,7,True,False
T002890,Azul,Salvador - São Paulo,1399.79,0.0,0.0,1399.79,16,False,False
T002891,Azul,Salvador - São Paulo,1558.68,0.0,0.0,1558.68,0,False,False
T002893,gol,Salvador - São Paulo,814.93,0.0,0.0,814.93,17,False,False
T002894,Azul,Salvador - São Paulo,878.29,0.0,0.0,878.29,25,False,False
T002895,GOL,Salvador - São Paulo,1135.06,0.0,0.0,1135.06,6,False,False
T002896,Azul,Salvador - Recife,975.08,0.0,0.0,975.08,1,False,False
T002897,LATAM,Salvador - São Paulo,1709.45,0.0,0.0,1709.45,1,False,False
T002898,LATAM,Salvador - Belo Horizonte,780.52,0.0,0.0,780.52,13,False,False
T002899,LATAM,Salvador - Brasília,723.68,0.0,0.0,723.68,27,False,False
T002900,GOL,Salvador - São Paulo,1922.92,0.0,0.0,1922.92,1,False,False
T002901,GOL,Salvador - São Paulo,679.95,0.0,0.0,679.95,26,False,False
T002902,GOL,Salvador - São Paulo,775.73,0.0,0.0,775.73,9,False,False
T002903,Azul,Salvador - São Paulo,1538.81,0.0,0.0,1538.81,0,False,False
T002904,LATAM,Salvador - São Paulo,1973.97,0.0,0.0,1973.97,0,False,False
T002905,GOL,Salvador - Belo Horizonte,846.66,0.0,0.0,846.66,0,False,False
T002906,Azul,Salvador - Rio de Janeiro,1194.56,0.0,0.0,1194.56,2,False,False
T002907,LATAM,Salvador - Fortaleza,589.04,0.0,0.0,589.04,23,False,False
T002908,LATAM,Salvador - Campinas,1018.36,144.28,0.0,1162.64,22,True,False
T002909,Azul,Salvador - Recife,760.28,0.0,0.0,760.28,8,False,False
T002910,Azul Linhas Aéreas,Salvador - Curitiba,1145.56,0.0,0.0,1145.56,24,False,False
T002912,Azul,Salvador - São Paulo,744.82,0.0,0.0,744.82,5,False,False
T002913,Azul,Salvador - São Paulo,1621.89,0.0,0.0,1621.89,0,False,False
T002914,LATAM,Salvador - São Paulo,1104.19,0.0,0.0,1104.19,8,False,False
T002915,Azul,Salvador - Campinas,1433.76,0.0,0.0,1433.76,6,False,False
T002916,GOL,Salvador - Vitória da Conquista,392.45,0.0,0.0,392.45,27,False,False
T002917,GOL,Salvador - Belo Horizonte,1124.36,0.0,0.0,1124.36,3,False,False
T002918,LATAM,Salvador - Campinas,1022.34,208.63,0.0,1230.97,34,True,False
T002919,Azul,Salvador - Rio de Janeiro,2124.89,0.0,0.0,2124.89,2,False,False
T002920,Azul,Salvador - Brasília,1539.2,0.0,0.0,1539.2,9,False,False
T002921,Azul,Salvador - Recife,722.77,0.0,0.0,722.77,5,False,False
T002922,Azul,Salvador - Brasília,1044.93,0.0,0.0,1044.93,11,False,False
T002923,LATAM,Salvador - Rio de Janeiro,787.37,0.0,0.0,787.37,12,False,False
T002924,LATAM,Salvador - Porto Alegre,1204.69,0.0,0.0,1204.69,17,False,False
T002925,Azul,Salvador - Brasília,660.21,0.0,0.0,660.21,19,False,False
T002926,LATAM,Salvador - Manaus,1056.42,0.0,0.0,1056.42,40,False,False
T002927,Azul,Salvador - Fortaleza,903.16,0.0,0.0,903.16,7,False,False
T002928,LATAM,Salvador - Brasília,1124.23,0.0,0.0,1124.23,0,False,False
T002929,Azul,Salvador - Rio de Janeiro,1233.83,0.0,315.22,315.22,15,False,True
T002930,GOL,Salvador - Recife,458.81,0.0,0.0,458.81,26,False,False
T002931,Azul,Salvador - Manaus,1680.75,0.0,0.0,1680.75,6,False,False
T002932,LATAM,Salvador - São Paulo,848.98,0.0,0.0,848.98,24,False,False
T002933,LATAM,Salvador - Brasília,1110.9,0.0,0.0,1110.9,11,False,False
T002934,Azul,Salvador - Campinas,1058.21,0.0,0.0,1058.21,22,False,False
T002935,Gol Linhas Aéreas,Salvador - Fortaleza,615.66,0.0,0.0,615.66,21,False,False
T002936,GOL,Salvador - São Paulo,1073.26,0.0,0.0,1073.26,3,False,False
T002937,Azul,Salvador - São Paulo,2967.91,537.69,0.0,3505.61,0,True,False
T002938,GOL,Salvador - Rio de Janeiro,1052.93,0.0,0.0,1052.93,4,False,False
T002939,GOL,Salvador - Porto Alegre,2011.99,0.0,0.0,2011.99,3,False,False
T002940,Azul,Salvador - Curitiba,1247.4,0.0,0.0,1247.4,6,False,False
T002941,Azul,Salvador - Curitiba,1831.97,0.0,0.0,1831.97,2,False,False
T002942,LATAM,Salvador - Belo Horizonte,604.57,0.0,0.0,604.57,21,False,False
T002943,Azul,Salvador - Campinas,1002.94,0.0,0.0,1002.94,27,False,False
T002944,Azul,Salvador - Belo Horizonte,913.17,0.0,0.0,913.17,21,False,False
T002945,GOL,Salvador - Ilhéus,283.47,0.0,0.0,283.47,15,False,False
T002946,GOL,Salvador - Porto Alegre,937.84,0.0,0.0,937.84,19,False,False
T002947,LATAM,Salvador - Rio de Janeiro,1523.85,0.0,0.0,1523.85,0,False,False
T002948,LATAM,Salvador - São Paulo,1098.93,0.0,0.0,1098.93,13,False,False
T002949,gol,Salvador - Belo Horizonte,575.9,0.0,0.0,575.9,28,False,False
T002950,LATAM,Salvador - São Paulo,854.75,0.0,0.0,854.75,16,False,False
T002951,Azul,Salvador - Rio de Janeiro,699.91,0.0,0.0,699.91,25,False,False
T002952,Azul,Salvador - Campinas,824.23,0.0,0.0,824.23,10,False,False
T002954,Azul,Salvador - Rio de Janeiro,734.68,0.0,0.0,734.68,34,False,False
T002957,GOL,Salvador - Fortaleza,601.41,0.0,0.0,601.41,20,False,False
T002958,LATAM,Salvador - Rio de Janeiro,1064.56,143.82,0.0,1208.37,2,True,False
T002959,GOL,Salvador - São Paulo,1057.14,0.0,0.0,1057.14,14,False,False
T002960,LATAM,Salvador - Brasília,697.05,0.0,0.0,697.05,8,False,False
T002961,LATAM,Salvador - Curitiba,923.07,0.0,0.0,923.07,8,False,False
T002962,Azul,Salvador - Manaus,2409.64,0.0,0.0,2409.64,3,False,False
T002963,Azul,Salvador - Vitória da Conquista,763.74,0.0,0.0,763.74,0,False,False
T002964,Azul,Salvador - São Paulo,1552.19,0.0,0.0,1552.19,6,False,False
T002965,LATAM,Salvador - São Paulo,1020.94,0.0,0.0,1020.94,14,False,False
T002966,GOL,Salvador - Brasília,740.54,0.0,0.0,740.54,27,False,False
T002967,GOL,Salvador - Recife,801.12,0.0,0.0,801.12,1,False,False
T002968,LATAM,Salvador - Belo Horizonte,607.16,0.0,0.0,607.16,30,False,False
T002969,LATAM,Salvador - Porto Alegre,1598.35,486.07,0.0,2084.42,6,True,False
T002971,LATAM,Salvador - Fortaleza,853.52,0.0,0.0,853.52,0,False,False
T002972,GOL,Salvador - Campinas,1054.79,0.0,0.0,1054.79,5,False,False
T002973,GOL,Salvador - Belo Horizonte,810.23,0.0,0.0,810.23,19,False,False
T002974,Azul,Salvador - Fortaleza,830.96,0.0,0.0,830.96,13,False,False
T002976,GOL,Salvador - Brasília,744.88,0.0,0.0,744.88,9,False,False
T002977,Azul,Salvador - São Paulo,1021.78,0.0,0.0,1021.78,5,False,False
T002978,LATAM,Salvador - São Paulo,1324.32,0.0,0.0,1324.32,13,False,False
T002979,LATAM,Salvador - Vitória da Conquista,1047.7,0.0,0.0,1047.7,5,False,False
T002980,Azul,Salvador - São Paulo,1725.66,0.0,0.0,1725.66,4,False,False
T002981,Azul,Salvador - Brasília,1496.68,0.0,0.0,1496.68,1,False,False
T002982,Azul,Salvador - Campinas,2226.38,664.3,0.0,2890.68,0,True,False
T002983,LATAM,Salvador - Rio de Janeiro,750.59,0.0,0.0,750.59,10,False,False
T002984,LATAM,Salvador - Rio de Janeiro,680.34,0.0,0.0,680.34,23,False,False
T002985,Azul,Salvador - Brasília,624.48,0.0,0.0,624.48,37,False,False
T002986,GOL,Salvador - São Paulo,1463.2,0.0,0.0,1463.2,2,False,False
T002987,latam,Salvador - Porto Alegre,1173.85,0.0,0.0,1173.85,5,False,False
T002988,GOL,Salvador - Vitória da Conquista,442.81,0.0,0.0,442.81,20,False,False
T002989,Azul,Salvador - Curitiba,805.04,0.0,0.0,805.04,16,False,False
T002990,Azul,Salvador - Brasília,1209.72,0.0,0.0,1209.72,7,False,False
T002991,Azul,Salvador - São Paulo,1268.8,372.31,0.0,1641.11,13,True,False
T002992,LATAM,Salvador - São Paulo,1315.07,0.0,0.0,1315.07,0,False,False
T002993,GOL,Salvador - Fortaleza,533.3,0.0,0.0,533.3,8,False,False
T002994,LATAM,Salvador - Campinas,918.78,0.0,0.0,918.78,15,False,False
T002995,LATAM,Salvador - São Paulo,2632.07,0.0,0.0,2632.07,0,False,False
T002996,GOL,Salvador - Manaus,1034.15,0.0,0.0,1034.15,18,False,False
T002997,LATAM,Salvador - Aracaju,297.91,0.0,0.0,297.91,8,False,False
T002998,LATAM,Salvador - Curitiba,861.61,0.0,0.0,861.61,47,False,False
T002999,LATAM,Salvador - Recife,1045.27,0.0,0.0,1045.27,7,False,False
T003000,GOL,Salvador - Campinas,1055.52,0.0,0.0,1055.52,20,False,False
T003001,Azul,Salvador - São Paulo,1200.1,0.0,0.0,1200.1,3,False,False
T003002,LATAM,Salvador - São Paulo,1433.31,0.0,0.0,1433.31,0,False,False
T003004,Azul,Salvador - São Paulo,1314.9,0.0,0.0,1314.9,6,False,False
T003005,GOL,Salvador - Belo Horizonte,627.88,0.0,0.0,627.88,29,False,False
T003006,LATAM,Salvador - Aracaju,326.84,0.0,0.0,326.84,9,False,False
T003007,LATAM,Salvador - São Paulo,1291.75,0.0,0.0,1291.75,5,False,False
T003008,GOL,Salvador - Rio de Janeiro,1332.69,0.0,0.0,1332.69,11,False,False
T003009,GOL,Salvador - Rio de Janeiro,1307.25,0.0,272.33,272.33,4,False,True
T003010,GOL,Salvador - Manaus,1575.33,0.0,0.0,1575.33,11,False,False
T003011,LATAM,Salvador - Fortaleza,971.23,0.0,0.0,971.23,1,False,False
T003012,LATAM,Salvador - Recife,925.63,0.0,0.0,925.63,4,False,False
T003013,GOL,Salvador - São Paulo,1084.93,0.0,0.0,1084.93,5,False,False
T003014,Azul,Salvador - Rio de Janeiro,1101.87,0.0,0.0,1101.87,0,False,False
T003015,LATAM,Salvador - Fortaleza,1162.31,0.0,0.0,1162.31,9,False,False
T003016,LATAM,Salvador - Campinas,1053.25,0.0,0.0,1053.25,5,False,False
T003017,GOL,Salvador - São Paulo,1185.64,0.0,0.0,1185.64,8,False,False
T003018,Azul,Salvador - Brasília,669.67,0.0,0.0,669.67,19,False,False
T003019,LATAM,Salvador - Rio de Janeiro,1125.74,0.0,0.0,1125.74,3,False,False
T003020,Azul,Salvador - Belo Horizonte,1239.12,280.18,0.0,1519.3,1,True,False
T003021,Azul,Salvador - São Paulo,613.11,0.0,0.0,613.11,26,False,False
T003022,GOL,Salvador - Curitiba,1304.58,0.0,0.0,1304.58,0,False,False
T003023,LATAM,Salvador - Porto Alegre,1669.83,0.0,0.0,1669.83,3,False,False
T003024,GOL,Salvador - Rio de Janeiro,1122.64,0.0,0.0,1122.64,3,False,False
T003025,LATAM,Salvador - São Paulo,706.88,0.0,0.0,706.88,15,False,False
T003026,LATAM,Salvador - São Paulo,1161.33,0.0,0.0,1161.33,0,False,False
T003027,GOL,Salvador - Belo Horizonte,647.41,0.0,0.0,647.41,18,False,False
T003029,Azul,Salvador - Fortaleza,629.58,0.0,0.0,629.58,16,False,False
T003030,Azul,Salvador - Brasília,1393.42,0.0,0.0,1393.42,6,False,False
T003031,LATAM,Salvador - Manaus,2254.37,0.0,0.0,2254.37,18,False,False
T003032,Azul,Salvador - Vitória da Conquista,364.91,0.0,0.0,364.91,23,False,False
T003033,Azul,Salvador - Rio de Janeiro,1098.5,0.0,0.0,1098.5,19,False,False
T003034,LATAM,Salvador - Rio de Janeiro,1101.14,0.0,0.0,1101.14,3,False,False
T003035,LATAM,Salvador - Manaus,1209.3,0.0,0.0,1209.3,35,False,False
T003037,GOL,Salvador - São Paulo,681.64,0.0,0.0,681.64,25,False,False
T003038,LATAM,Salvador - São Paulo,973.89,206.33,0.0,1180.22,5,True,False
T003039,LATAM,Salvador - Vitória da Conquista,605.55,0.0,0.0,605.55,3,False,False
T003040,GOL,Salvador - São Paulo,2254.93,0.0,0.0,2254.93,0,False,False
T003041,GOL,Salvador - Rio de Janeiro,903.77,0.0,0.0,903.77,22,False,False
T003042,LATAM,Salvador - Curitiba,876.18,0.0,113.69,113.69,33,False,True
T003043,LATAM,Salvador - São Paulo,998.71,0.0,0.0,998.71,14,False,False
T003044,LATAM,Salvador - Belo Horizonte,1040.11,0.0,0.0,1040.11,6,False,False
T003045,GOL,Salvador - Curitiba,909.54,213.19,0.0,1122.74,18,True,False
T003046,LATAM,Salvador - Manaus,1265.28,0.0,0.0,1265.28,15,False,False
T003047,GOL,Salvador - Brasília,1155.57,0.0,0.0,1155.57,6,False,False
T003048,GOL,Salvador - São Paulo,1023.3,0.0,0.0,1023.3,17,False,False
T003049,LATAM,Salvador - Manaus,2071.41,596.15,0.0,2667.57,6,True,False
T003050,GOL,Salvador - Fortaleza,647.96,0.0,0.0,647.96,27,False,False
T003051,GOL,Salvador - São Paulo,935.1,0.0,0.0,935.1,26,False,False
T003052,LATAM,Salvador - São Paulo,1205.96,0.0,0.0,1205.96,12,False,False
T003053,LATAM,Salvador - Porto Alegre,1819.26,0.0,0.0,1819.26,0,False,False
T003054,GOL,Salvador - Belo Horizonte,1124.68,0.0,0.0,1124.68,15,False,False
T003055,GOL,Salvador - Ilhéus,421.92,0.0,0.0,421.92,33,False,False
T003056,Azul,Salvador - Brasília,1542.85,0.0,0.0,1542.85,0,False,False
T003057,GOL,Salvador - Brasília,802.42,0.0,0.0,802.42,29,False,False
T003058,GOL,Salvador - Belo Horizonte,1007.43,0.0,0.0,1007.43,3,False,False
T003059,Azul,Salvador - Aracaju,411.67,0.0,0.0,411.67,5,False,False
T003060,Azul,Salvador - Fortaleza,787.27,0.0,0.0,787.27,6,False,False
T003061,LATAM,Salvador - Rio de Janeiro,1535.81,0.0,0.0,1535.81,0,False,False
T003062,GOL,Salvador - Brasília,917.9,211.46,0.0,1129.36,14,True,False
T003063,LATAM,Salvador - São Paulo,692.98,0.0,0.0,692.98,27,False,False
T003064,Azul,Salvador - Fortaleza,537.47,0.0,0.0,537.47,6,False,False
T003065,LATAM,Salvador - Curitiba,1672.3,0.0,0.0,1672.3,0,False,False
T003066,LATAM,Salvador - Aracaju,324.43,0.0,0.0,324.43,4,False,False
T003068,LATAM,Salvador - Belo Horizonte,1331.58,0.0,0.0,1331.58,0,False,False
T003069,LATAM,Salvador - Campinas,1410.26,0.0,0.0,1410.26,3,False,False
T003070,GOL,Salvador - São Paulo,1179.01,0.0,214.56,214.56,2,False,True
T003071,GOL,Salvador - Brasília,966.99,0.0,0.0,966.99,8,False,False
T003072,LATAM,Salvador - Recife,887.54,0.0,0.0,887.54,6,False,False
T003073,GOL,Salvador - Curitiba,1011.38,0.0,0.0,1011.38,32,False,False
T003074,GOL,Salvador - Brasília,782.84,0.0,0.0,782.84,32,False,False
T003075,GOL,Salvador - São Paulo,877.5,0.0,0.0,877.5,11,False,False
T003076,LATAM,Salvador - Campinas,1228.74,325.91,0.0,1554.65,0,True,False
T003077,GOL,Salvador - Rio de Janeiro,951.44,0.0,101.17,101.17,7,False,True
T003078,GOL,Salvador - Porto Alegre,864.68,0.0,0.0,864.68,17,False,False
T003080,Azul,Salvador - Fortaleza,834.42,0.0,0.0,834.42,6,False,False
